,title,compound,content
868,"花乳石
",脚缝出水,好黄丹，入花蕊石末，掺之。（谈野翁《试效方》）
869,"姜石
",疔疮肿痛,白姜石末，和鸡子清敷之，干即易，疗自出，神效。（崔氏方）乳痈肿大如碗肿痛∶方同上。（《外台秘要》）
870,"姜石
",产后胀冲气噎,KT石、代赭石等分，为末，醋糊丸梧子大。每服三、五十丸，醋汤下。（洁古《保命集》）
871,"姜石
",通身水肿,姜石烧赤，纳黑牛尿中，热服，日饮一升。（《千金方》）
872,"河砂
",人溺水死,白沙（炒），覆死人面上下，惟露七孔，冷湿即易。（《千金》）
873,"石燕
",伤寒尿涩，小腹胀满,石燕为末。葱白汤调下半钱，频服，胀通为度。（《圣惠方》）
874,"石燕
",小便淋痛,石燕子七枚（捣黍米大），新桑根白皮三两（锉）。拌匀，分作七贴。每贴用水一盏，煎七分，空心、午前各一服。（《简要济众》）
875,"石燕
",血淋心烦,石燕子、商陆、赤小豆、红花等分，为末。每服一钱，葱白汤调下。（《圣惠方》）
876,"石燕
",久年肠风,石燕磨水，常服勿歇。（《灵苑方》）
877,"石燕
",赤白带下，多年不止,石燕一枚，磨水服，立效。（《徐氏家传方》）襁褓吐乳，咳嗽，久不愈∶石燕子为末。蜜调少许，涂唇上，日三、五次。（《卫生宝鉴》）
878,"石燕
",拳毛倒睫,石燕子（一雌一雄）。磨水点搽眼。先以镊子摘去拳毛，乃点药，后以黄连水洗之。（《乾坤生意》）
879,"石燕
",牢牙止痛,石燕三对（火醋淬七次），青盐、乳香各一两，细辛半两。为末。揩之，荆芥汤漱口。
880,"石燕
",一方,去乳香、细辛，加麝香。
881,"石燕
",齿疏不坚,石燕子五对（火、米醋淬七次，为末），青盐、麝香各少许。研匀。日用揩牙后，以温酒漱咽之。（元遗山方）
882,"石燕
",服石发动,石燕子七个（打碎）。水三升，煮二升，频频淋洗，以瘥为度。（《圣济》）
883,"石蟹
",喉痹肿痛,石蟹，磨水饮，并涂喉外。（《圣济录》）
884,"蛇黄
",暗风痫疾,忽然仆地，不知人事，良久方醒。蛇黄，火醋淬七次，为末。每调酒服二钱，数服愈。年深者亦效。（危氏《得效方》）
885,"蛇黄
",惊风痫疳,神穴丹∶治急惊风、痫疾、天吊、疳热等证。用紫色蛇黄四两（过），猪屎二两（小者泥固过），铁粉一两，朱砂半两，麝香一钱。为末，糯粉糊丸芡子大，漆盘晒干。看之每丸有一小穴，故名神穴丹。每服一丸，薄荷酒化下，立苏。疳热，冷水化下。（《灵苑方》）
886,"蛇黄
",小儿项软因风虚者,蛇含石一块（七次，醋淬七次研），郁金等分。为末，入麝香少许，白米饭丸龙眼大。每服一丸，薄荷汤化服，一日一服。（《活幼全书》）瘴疟鬼疟食疟。蛇含石末一两，信石（末）一两。研匀，入水火鼎内，上以盏盖，六一泥固济，至药升在盏，刮下为末，米糕糊丸绿豆大，雄黄为衣。每服一丸，黑豆研水，五更送下。（《摘玄方》）
887,"蛇黄
",血痢不止,蛇含石二枚。火醋淬，研末。每服三钱，米饮下。（《普济方》）
888,"蛇黄
",肠风下血脱肛,蛇黄二颗。火醋淬七次，为末。每服三钱，陈米饮下。（《普济方》）
889,"食盐
",炼盐黑丸,崔中丞炼盐黑丸方∶盐末一升（纳粗瓷瓶中，实筑泥头。初以糖火烧，渐渐加炭火，勿令瓶破，候赤彻，盐如水汁，即去火，待凝，破瓶取出），豉一升（熬煎），桃仁一两（和麸炒熟），巴豆二两（去心膜，纸中炒令油出，须生熟得所，熟即少力，生又损人）。四物捣匀，入蜜和丸梧子大。每服三丸，平旦时服。天行时气，豉汁及茶下；心痛，酒下，入口便止；血痢，饮下，初变水痢，后便止；鬼疟，茶饮下；骨蒸，蜜汤下。忌久冷浆水。合药久则稍加之。凡服药后吐利，勿怪。吐利若多，服黄连汁止之。或遇杀药人药久不动者，更服一、两丸。药后忌口二、三日。其药腊月合之，瓷瓶密封，勿令泄气。一剂可救百人。或在道途，或在村落，无药可求，但用此药一刀圭，即敌大黄、朴硝数两，曾用有效。小儿、女子不可服，被搅作也。（刘禹锡《传信方》）猝中尸遁，其状腹胀气急冲心，或块起，或牵腰脊者是。服盐汤取吐。（孙真人方）
890,"食盐
",尸疰鬼疰,下部蚀疮∶炒盐布裹，坐熨之。（《药性论》）
891,"食盐
",鬼击中恶,盐一盏，水二盏，和服，以冷水之，即苏。（《救急方》）
892,"食盐
",中恶心痛，或连腰脐,盐如鸡子大，青布裹，烧赤，纳酒中，顿服。当吐恶物，愈。（甄权《药性论》）
893,"食盐
",中风腹痛,盐半斤，熬水干，着口中，饮热汤二升，得吐愈。（《肘后方》）
894,"食盐
",脱阳虚证,四肢厥冷，不省人事，或小腹紧痛，冷汗气喘。炒盐熨脐下气海，取暖。（《救急方》）
895,"食盐
",心腹胀坚，痛闷欲死,盐五合，水一升，煎服。吐下即定，不吐更服。（《梅师方》）
896,"食盐
",腹胀气满,黑盐，酒服六铢。（《后魏书》）
897,"食盐
",酒肉过多，胀满不快,用盐花搽牙，温水漱下二、三次，即如汤沃雪也。（《简便方》）干霍乱病，上不得吐，下不得利∶方见发明。
898,"食盐
",霍乱腹痛,炒盐一包，熨其心腹，令气透，又以一包熨其背。（《救急方》）
899,"食盐
",霍乱转筋,欲死气绝，腹有暖气者。以盐填脐中，灸盐上七壮，即苏。（《救急方》）
900,"食盐
",肝虚转筋,肝脏气虚，风冷抟于筋，遍体转筋，入腹不可忍。热汤三斗，入盐半斤，稍热渍之。（《圣惠方》）
901,"食盐
",一切香港脚,盐三升，蒸热分裹，近壁，以脚踏之，令脚心热。又和槐白皮蒸之，尤良。夜夜用之。（《食疗本草》）
902,"食盐
",香港脚疼痛,每夜用盐擦腿膝至足甲，淹少时，以热汤泡洗。有一人病此，曾用验。（《救急方》）
903,"食盐
",胸中痰饮,伤寒热病疟疾须吐者，并以盐汤吐之。（《外台秘要》）
904,"食盐
",病后胁胀,天行病后，两胁胀满，熬盐熨之。（《外台秘要方》）
905,"食盐
",妊娠心痛不可忍,盐烧赤，酒服一撮。（《产宝》）
906,"食盐
",妊妇逆生,盐摩产妇腹，并涂儿足底，仍急爪搔之。（《千金方》）
907,"食盐
",妇人阴痛,青布裹盐，熨之。（《药性论》）
908,"食盐
",小儿疝气，并内吊肾气,以葛袋盛盐，于户口悬之，父母用手捻抖尽即愈。（《日华子本草》）
909,"食盐
",小儿不尿,安盐于脐中，以艾灸之。（《药性论》）
910,"食盐
",小便不通,湿纸包白盐，烧过，吹少许入尿孔中，立通。（《普济方》）
911,"食盐
",气淋脐痛,盐和醋服之。（《广利方》）
912,"食盐
",二便不通,盐和苦酒敷脐中，干即易。仍以盐汁灌肛内；并内用纸裹盐投水中饮之。（《家藏方》）
913,"食盐
",漏精白浊,雪白盐一两（并筑紧固济，一日，出火毒），白茯苓、山药各一两。为末，枣肉和蜜丸梧子大。每枣汤下三十丸。盖甘以济咸，脾肾两得也。（《直指方》）
914,"食盐
",下痢肛痛不可忍者,熬盐包坐熨之。（《肘后方》）
915,"食盐
",血痢不止,白盐，纸包烧研，调粥吃，三、四次即止也。（《救急方》）
916,"食盐
",中蛊吐血，或下血如肝,盐一升，苦酒一升，煎化顿服，得吐即愈。乃支太医方也。（《小品方》）金疮血出甚多，若血冷则杀人。宜炒盐三撮，酒调服之。（《梅师方》）
917,"食盐
",金疮中风,煎盐令热，以匙抄，沥却水，热泻疮上。冷更着，一日勿住，取瘥，大效。（《肘后方》）
918,"食盐
",小儿撮口,盐豉捣贴脐上，灸之。（《子母秘录》）
919,"食盐
",病笑不休,沧盐赤，研入河水煎沸，啜之，探吐热痰数升，即愈。《素问》曰∶神有余，笑不休。神，心火也。火得风则焰，笑之象也。一妇病此半年，张子和用此方，遂愈。（《儒门事亲》）
920,"食盐
",饮酒不醉,凡饮酒，先食盐一匕，则后饮必倍。（《肘后方》）
921,"食盐
",明目坚齿去翳，大利老眼,海盐，以百沸汤泡散，清汁于银石器内，熬取雪白盐花，新瓦器盛。每早揩牙漱水，以大指甲点水洗目，闭坐良久，乃洗面。名洞视千里法，极神妙。（《永类钤方》）
922,"食盐
",风热牙痛,槐枝煎浓汤二碗，入盐一斤，煮干炒研，日用揩牙，以水洗目。（唐瑶《经验方》）
923,"食盐
",齿齿动,盐半两，皂荚两挺，同烧赤，研。夜夜揩齿，一月后并瘥，其齿牢固。（《食疗本草》）
924,"食盐
",齿龈宣露,每旦噙盐，热水含百遍。五日后齿即牢。（《千金方》）
925,"食盐
",齿疼出血,每夜盐末浓封龈上，有汁沥尽乃卧。其汁出时，叩齿勿住。不过十夜，疼血皆止。忌猪、鱼、油菜等。极验。（《肘后方》）
926,"食盐
",喉中生肉,绵裹箸头，拄盐揩之，日五、六度。（孙真人方）
927,"食盐
",帝钟喉风，垂长半寸,食盐，频点之，即消。（《圣惠方》）
928,"食盐
",风病耳鸣,盐五升蒸热，以耳枕之，冷复易之。（《肘后方》）
929,"食盐
",耳猝疼痛,方同上。
930,"食盐
",目中泪出,盐点目中，冷水洗数次，瘥。（《范汪方》）
931,"食盐
",目中浮翳遮睛,白盐生研少许，频点屡效，小儿亦宜。（《直指方》）小儿目翳或来或去，渐大侵睛。雪白盐少许，灯心蘸点，日三、五次。不痛不碍，屡用有效。（《活幼口议》）
932,"食盐
",尘物眯目,以少盐并豉置水中，视之立出。（孙真人方）
933,"食盐
",酒赤鼻,白盐常擦之，妙。（《直指方》）
934,"食盐
",口鼻急疳，蚀烂腐臭,斗子盐、白面等分。为末。每以吹之。（《普济方》）
935,"食盐
",面上恶疮五色者,盐汤浸绵拓疮上，五、六度即瘥。（《药性论》）
936,"食盐
",体如虫行，风热也,盐一斗，水一石，煎汤浴之，三、四次。亦疗一切风气。（《外台秘要》）
937,"食盐
",疮癣痛痒初生者,嚼盐频擦之，妙。（《千金翼》）
938,"食盐
",手足心毒，风气毒肿,盐末、椒末等分。酢和，敷之，立瘥。（《肘后方》）
939,"食盐
",手足疣目,盐敷上，以舌舐之。不过三度，瘥。（《肘后方》）
940,"食盐
",热病生，下部有疮,熬盐绵裹熨之，不过三次瘥。（《梅师方》）
941,"食盐
",一切漏疮,故布裹盐，烧赤为末。每服一钱。（《外台秘要》）
942,"食盐
",疮经年,盐中黑泥，晒研搽之。（《永类方》）
943,"食盐
",尿疮,盐汤浸绵，拓疮上。（《食疗本草》）
944,"食盐
",蜈蚣咬人,嚼盐涂之，或盐汤浸之，妙。（《梅师方》）蚯蚓咬毒，形如大风，眉鬓皆落∶惟浓煎盐汤，浸身数遍即愈。浙西军将张韶病此，每夕蚯蚓鸣于体，一僧用此方而安。蚓，畏盐也。（《经验方》）
945,"食盐
",蜂虿叮螫,嚼盐涂之。（《千金方》）
946,"食盐
",解黄蝇毒,乌蒙山峡多小黄蝇，生毒蛇鳞中，啮人初无所觉，渐痒为疮。勿搔，但以冷水沃之，擦盐少许，即不为疮。（《方舆胜览》）
947,"食盐
",毒蛇伤螫,嚼盐涂之，灸三壮，仍嚼盐涂之。（徐伯玉方）虱出怪病，临卧浑身虱出，约至五升，随至血肉俱坏，每宿渐多，痛痒不可言状，惟吃水，卧床昼夜号哭，舌尖出血不止，身齿俱黑，唇动鼻开。但饮盐醋汤十数日，即安。（夏子益《奇疾方》）
948,"食盐
",解野狼毒毒,盐汁饮之。（《千金方》）
949,"食盐
",药箭毒瓦斯,盐贴疮上，灸三十壮，良。（《集验方》）
950,"食盐
",救溺水死,以大凳卧之，后足放高，用盐擦脐中，待水自流出，切勿倒提出水。（《救急方》）
951,"食盐
",溃痈作痒,以盐摩其四围，即止。（《外科精义》）
952,"戎盐
",小便不通,戎盐汤∶用戎盐（弹丸大）一枚，茯苓半斤，白术二两。水煎，服之。（仲景《金匮方》）
953,"戎盐
",风热牙痛,青盐一斤，槐枝半斤。水四碗，煎汁二碗，煮盐至干，炒研。日用揩牙、洗目。（唐氏《经验方》）
954,"戎盐
",牢牙明目,青盐二两，白盐四两，川椒四两。煎汁拌盐炒干。日用揩牙洗目，永无齿疾、目疾。（《通变要法》）
955,"戎盐
",风眼烂弦,戎盐化水，点之。（《普济方》）
956,"戎盐
",痔疮漏疮,白矾四两，青盐四两。为末，猪尿脬一个盛之，阴干。每服五钱，空心温水下。（赵氏《经验方》）
957,"卤碱
",风热赤眼，虚肿涩痛,卤碱一升，青梅二十七个，古钱二十一文。新瓶盛，密封，汤中煮一炊时。三日后取点，日三、五度。（《圣惠方》）
958,"卤碱
",齿腐龈烂，不拘大人小儿,用上好碱土，热汤淋取汁，石器熬干刮下，入麝香少许研，掺之。（《宣明方》）
959,"凝水石
",男女转脬，不得小便,寒水石二两，滑石一两，葵子一合。为末。水一斗，煮五升，时服一升，即利。（《永类方》）
960,"凝水石
",牙龈出血有窍,寒水石粉三两，朱砂二钱，甘草脑子一字。为末。干掺。（《普济方》）
961,"凝水石
",汤火伤灼,寒水石，烧研敷之。（《卫生易简方》）
962,"凝水石
",小儿丹毒，皮肤热赤,寒水石半两，白土一分。为末。米醋调涂之。（《经验方》）
963,"玄精石
",正阳丹,治伤寒三日，头痛壮热，四肢不利。太阴玄精石、硝石、硫黄各二两，砂一两。细研，入瓷瓶固济。以火半斤，周一寸之，约近半日，候药青紫色，住火。待冷取出，用腊月雪水拌匀，入罐子中，屋后北阴下阴干。又入地埋二七日，取出细研，面糊和丸鸡头子大。先用热水浴后，以艾汤研下一丸。以衣盖汗出为瘥。（《图经本草》）小儿风热，挟风蕴热，体热。太阴玄精石一两，石膏七钱半，龙脑半两，为末。每服半钱，新汲水下。（《普济方》）
964,"玄精石
",肺热咳嗽,方见不灰木下。
965,"玄精石
",冷热霍乱，分利阴阳,玄精石、半夏各一两，硫黄三钱，为末，面糊丸梧子大。每米饮服三十丸。（《指南方》）
966,"玄精石
",头风脑痛,玄精石末，入羊胆中阴干。水调一字，吹鼻中，立止。（《千金方》）
967,"玄精石
",目赤涩痛,玄精石半两，黄柏（炙）一两。为末。点之，良。（《普济方》）
968,"玄精石
",赤目失明，内外障翳,太阴玄精石（阴阳火）、石决明各一两，蕤仁、黄连各二两，羊子肝七个（竹刀切晒）。为末，粟米饭丸梧子大。每卧时茶服二十丸。服至七日，烙顶心以助药力，一月见效。
969,"玄精石
",宋丞相言,黄典史病此，梦神传此方，愈。（《朱氏集验方》）
970,"玄精石
",目生赤脉,玄精石一两，甘草半两。为末。每服一钱，小儿半钱，竹叶煎汤调下。（《总微论》）
971,"玄精石
",重舌涎出，水浆不入,太阴玄精石二两，牛黄、朱砂、龙脑各一分。为末。以铍针舌上去血，盐汤漱口，掺末咽津，神效。（《圣惠方》）
972,"绿盐
",胎赤眼痛,盐绿一分，蜜半两。于蚌蛤壳内相和。每夜卧时浆水洗目，炙热点之，能断根。（《圣济录》）
973,"绿盐
",目暗赤涩多泪,盐绿一钱，蕤仁（去皮）一钱。研热，入好酥一钱，研匀。每夜点一麻子。（《圣惠方》）
974,"玄明粉
",热厥气痛,玄明粉三钱，热童尿调下。（《集简方》）
975,"玄明粉
",伤寒发狂,玄明粉二钱，朱砂一钱。末之。冷水服。（《伤寒蕴要》）
976,"玄明粉
",鼻血不止,玄明粉二钱，水服。（《圣济》）
977,"生硝
",头痛欲死,硝石末吹鼻内，即愈。（《炮炙论》）
978,"生硝
",诸心腹痛,焰硝、雄黄各一钱。研细末。每点少许入内。名火龙丹。（《集玄方》）
979,"生硝
",腰腹诸痛,方同上。
980,"生硝
",赤眼肿痛,硝石末，卧时，以铜箸点黍米大入目。至旦，以盐水洗去之。（《圣惠方》）
981,"生硝
",眼目障翳,男女内外障翳，或三、五个月不见效者，一点复明。好焰硝一两，铜器熔化，入飞过黄丹二分，片脑二分，铜匙急抄入罐内，收之。每点少许，其效如神。兖州朱秀才忽不见物，朝夕拜天，因梦神传此方，点之而愈。（《张三丰仙方》）风热喉痹及缠喉风病。
982,"生硝
",玉钥匙,用焰硝一两半，白僵蚕一钱，硼砂半两，脑子一字。为末。吹之。（《三因方》）
983,"生硝
",重舌鹅口,竹沥，同焰硝点之。（《普济》）伏暑泻痢及肠风下血，或酒毒下血，一服见效，远年者不过三服。硝石、舶上硫黄各一两，白矾、滑石半两，飞面四两，为末，滴水丸梧子大。每新汲水下三、五十丸。名甘露丸。（《普济方》）
984,"生硝
",五种淋疾,劳淋、血淋、热淋、气淋、石淋及小便不通至甚者。
985,"生硝
",透格散,用硝石一两，不夹泥土雪白者，生研为末。每服二钱，各依汤使。劳淋，劳倦虚损，小便不出，小腹急痛，葵子末煎汤下，通后便须服补虚丸散。血淋，小便不出时，下血疼痛满急；热淋，小便热，赤色，脐下急痛，并用冷水调下。气淋，小腹满急，尿后常有余沥，木通煎汤下。石淋，茎内痛，尿不能出，内引小腹膨胀急痛，尿下砂石，令人闷绝，将药末先入铫内，隔纸炒至纸焦为度，再研，用温水调下。小便不通，小麦汤下。猝患诸淋，只以冷水下。并空心，调药使硝如水，乃服之。（沈存中《灵苑方》）
986,"生硝
",蛟龙症病,方见雄黄发明下。
987,"生硝
",服石发疮疼不可忍,用纸圈围之，中心填硝石令满，以匙抄水淋之。觉不热痛，即止。（《兵部手集》）
988,"生硝
",发背初起,恶寒啬啬，或已生疮肿瘾疹。硝石三两，暖水一升，泡化，待冷，青布折三重，湿拓赤处，热即换，频易取瘥。（《外台秘要》）
989,"生硝
",女劳黑疸,仲景曰∶黄家日晡发热，反恶寒，此为女劳得之。膀胱急，小腹满，身尽黄，额上黑，足下热，因作黑疸。腹胀如水，大便黑，时溏，非水也。腹满者难治。硝石、矾石（烧）等分。为末。以大麦粥汁和服方寸匕，日三。病随大小便去，小便黄，大便黑，是其候也。（《金匮》）手足不遂大风，及丹石热风不遂。用硝石一两，生乌麻油二斤。置铛中，以土堑盖口，纸泥固济，火煎。初时气腥，熟则气香。更以生麻油二升，合煎得所，收不津器中。服时坐室中，重作小纸屋，燃火于内，服一大合，发汗，力壮者日二服。三七日，头面疮皆减也，然必以火为使。（波罗门僧方）
990,"砂
",服食法,砂丸∶砂不计多少，入罐子内，上面更坐罐子一个，纸筋白土上下通泥了，晒干。上面罐子内盛水，以苍耳干叶为末，铺头盖底，以火烧之。火尽旋添火，水尽旋添水，从辰初起至戌一伏时，住火勿动。次日取出研，米醋面糊和丸梧子大。每服四、五丸，温酒或米饮下，并无忌。久服进食无痰。（《经验方》）
991,"砂
",元脏虚冷，气攻脐腹疼痛,用砂一两，以纤霞草末二两和匀，用小砂罐不固济，慢火烧赤，乃入在罐内，不盖口，加顶火一秤，待火尽炉寒取出。用川乌头（去皮脐，生研末）二两，和匀，汤浸蒸饼丸梧子大。每服三丸，木香汤、醋汤任下，日一服。（陈巽方）肾脏积冷，气攻心腹疼痛，面青足冷∶砂二两，桃仁一两（去皮）。酒一小盏，煎十余沸，去砂石，入桃仁泥，旋旋煎成膏，蒸饼和丸梧子大。每热酒下二十丸。（《圣惠方》）
992,"砂
",积年气块，脐腹痛疼,砂（醋煮）二两，木瓜三枚（切，须去瓤）。入在内，碗盛，于日中晒至瓜烂，研匀，以米醋五升，煎如稀饧，密收。用时旋以附子末和丸梧子大。热酒化下一丸。（《圣惠方》）
993,"砂
",癖症块砂丸,治癖症块，暖水脏，杀三虫，妇人血气，子宫冷。腊月收桑条灰，淋去苦汁，日干。每砂一两，用灰三两，以水化，拌灰干湿得所。以瓶盛灰半寸，入于内，以灰填盖固济，文武火赤，冷定取出，研。以箕铺纸三重，安药于上，以热水淋之，直待味尽即止。以钵盛汁，于热灰火中养之，常令鱼眼沸，待汁干入瓶，再一食顷，取出重研，以粟饭和丸绿豆大。每空心。酒下五丸，病去即止。（《圣惠方》）
994,"砂
",噎膈反胃邓才清兴,用北庭砂二钱，水和荞麦面包之，焦，待冷，取中间湿者，焙干一钱，入槟榔二钱，丁香二个，研匀。每服七厘，烧酒送下，日三服，愈即止。后吃白粥半月，仍服助胃丸药。《孙天仁集效方》∶用北庭砂二两（一两，用人言末一两，同入罐内，文武火升三炷香，取出，灯盏上末；一两，以黄丹末一两，同入罐内，如上法升过，取末），用桑灰霜一两。研匀。每服三分，烧酒下，愈即止。
995,"砂
",又方,平胃散各一钱，入砂、生姜各五分，为末。沸汤点服二钱，当吐出黑物如石，屡验。
996,"砂
",一切积痢,灵砂丹∶用砂、朱砂各二钱半。为末。用黄蜡半两，巴豆仁三七粒（去膜），同入石器内，重汤煮一伏时，候豆紫色为度。去二七粒，只将一七粒同二砂研匀，溶蜡和收。每旋丸绿豆大。或三丸、五丸，淡姜汤下。（《本事方》）
997,"砂
",月水不通,脐腹积聚疼痛。砂一两，皂角五挺（去皮子）。锉为末，以头醋一大盏，熬膏，入陈橘皮末三两，捣三百杵，丸梧子大。每温酒下五丸。（《圣惠方》）
998,"砂
",死胎不下,砂、当归各半两。为末。分作二服，温酒调下，如人行五里，再一服。（《瑞竹堂方》）
999,"砂
",喉痹口噤,砂、马牙硝等分，研匀，点之。（《圣济方》）
1000,"砂
",悬痈猝肿,砂半两，绵裹含之，咽津即安。（《圣惠方》）
1001,"砂
",牙齿肿痛,老鼠一个去皮，以砂淹擦，三日肉烂化尽，取骨，瓦上焙干，为末，入樟脑一钱，蟾酥二分。每以少许点牙根上，立止。（《孙氏集效方》）
1002,"砂
",偏头风痛,砂末一分，水润豉心一分。捣丸皂子大。绵包露出一头，随左右内鼻中，立效。（《圣惠方》）
1003,"砂
",损目生瘀，赤肉弩出不退,杏仁百个，蒸熟去皮尖研，滤取净汁，入砂末一钱，水煮化。日点一、二次，自落。（《普济方》）
1004,"砂
",鼻中息肉,砂点之，即落。（白飞霞方）
1005,"砂
",鼻中毛出,昼夜可长一、二尺，渐渐粗圆如绳，痛不可忍，摘去复生，此因食猪羊血过多致生。用乳香、砂各一两，为末，饭丸梧子大。每空心临卧各服十丸，水下。自然退落。（夏子益《奇疾方》）
1006,"砂
",鱼骨哽咽,砂少许，嚼咽立下。（《外台秘要》）
1007,"砂
",蚰蜒入耳,砂、胆矾等分。为末。每吹一字，虫化为水。（《圣济录》）
1008,"砂
",割甲侵肉久不瘥,砂、矾石，为末。裹之，以瘥为度。（《外台秘要》）
1009,"砂
",蝎虿叮螫,水调砂涂之，立愈。（《千金方》）
1010,"砂
",代指肿痛,唾和白砂，以面作碗子，套指入内，一日瘥。（《千金方》）
1011,"砂
",面上疣目,砂、硼砂、铁锈、麝香等分研，搽三次自落。（《集效方》）
1012,"砂
",疔疮肿毒,好砂、雄黄等分研。以银篦刺破疮口，挤去恶血，安药一豆入内，纸花贴住即效。毒瓦斯入腹呕吐者，服护心散。（《瑞竹堂方》）疝气卵肿，胀痛不可忍。
1013,"砂
",念珠丸,用砂、乳香各二钱，黄蜡一两。研溶和丸，分作一百单八丸，以绵缝，露一夜，次日取出，蛤粉为衣。每用一丸，乳香汤吞下，日二服，取效。（《本事方》）
1014,"砂
",诸劳久嗽,方见兽部下。
1015,"硼砂
",鼻血不止,硼砂一钱，水服立止。（《集简方》）
1016,"硼砂
",劳瘵有虫,硼砂、砂、兔屎等分为末，蜜丸梧子大。每服七丸，生甘草一分，新水一钟，揉汁送下。自朔至望，五更时，令病患勿言，服之。（《乾坤秘韫》）
1017,"硼砂
",木舌肿强,硼砂末，生姜片蘸揩，少时即消。（《普济方》）
1018,"硼砂
",咽喉谷贼肿痛,硼砂、牙硝等分为末。蜜和半钱，含咽。（《直指方》）
1019,"硼砂
",咽喉肿痛,破棺丹∶用硼砂、白梅等分。捣丸芡子大。每噙化一丸。（《经验方》）
1020,"硼砂
",喉痹牙疳,盆砂末，吹，并擦之。（《集简方》）
1021,"硼砂
",骨哽在咽,方见发明。小儿阴溃，肿大不消。硼砂一分。水研涂之，大有效。（《集玄方》）
1022,"硼砂
",饮酒不醉,先服盆砂二钱，妙。（《相感志》）
1023,"硼砂
",饮食毒物,硼砂四两，甘草四两，真香油一斤。瓶内浸之。遇有毒者，服油一小盏。久浸尤佳。（《瑞竹堂经验方》）
1024,"硼砂
",一切恶疮,方同上。
1025,"硼砂
",弩肉瘀突,南鹏砂（黄色者）一钱，片脑少许。研末。灯草蘸点之。（《直指方》）
1026,"石硫黄
",硫黄杯,此杯配合造化，调理阴阳，夺天地冲和之气，乃水火既济之方。不冷不热，不缓不急，有延年却老之功，脱胎换骨之妙。大能清上实下，升降阴阳。通九窍，杀九虫，除梦泄，悦容颜，解头风，开胸膈，化痰涎，明耳目，润肌肤，添精髓，蠲疝坠。又治妇人血海枯寒，赤白带下。其法用瓷碗以胡桃擦过，用无砂石硫黄生熔成汁，入明矾少许，则尘垢悉浮，以杖掠去，绵滤过，再入碗熔化，倾入杯内，荡成杯，取出，埋土中一夜，木贼打光用之。欲红入朱砂，欲青则入葡萄，研匀同煮成。每用热酒二杯，清早空心温服，则百病皆除，无出此方也。
1027,"石硫黄
",紫霞杯,叶石林《水云录》云∶用硫黄袋盛，悬罐内，以紫背浮萍同水煮之，数十沸取出，候干研末十两。用珍珠、琥珀、乳香、雄黄、朱砂、羊起石、赤石脂、片脑、紫粉、白芷、甘松、三柰、木香、血竭、没药、韶脑、安息香各一钱，麝香七分，金箔二十片，为末，入铜杓中，慢火熔化。以好样酒杯一个，周遭以粉纸包裹，中开一孔，倾硫入内，旋转令匀，投冷水中取出。每旦盛酒饮二、三杯，功同上方。昔中书刘景辉因遘劳瘵，于太白山中遇一老仙，亲授是方，服之果愈。人能清心寡欲而服此，仙缘可到也。
1028,"石硫黄
",金液丹,固真气，暖丹田，坚筋骨，壮阳道。除久寒痼冷，补劳伤虚损。治男子腰肾久冷，心腹积聚，胁下冷痛，腹中诸虫，失精遗尿，形羸力劣，腰膝痛弱，冷风顽痹，上气衄血，咳逆寒热，霍乱转筋，虚滑下利。又治痔湿生疮，下血不止，及妇人血结寒热，阴蚀疽痔等。用石硫黄十两研末，用瓷盒盛，以水和赤石脂封口，盐泥固济，日干。地内先埋一小罐，盛水令满，安盒在内，用泥固济。慢火养七日七夜，候足加顶火一斤，俟冷取出研末。每一两，用蒸饼一两，水浸为丸，如梧子大。每服三十丸至百丸，空心米饮服。又治伤寒身冷脉微，或吐或利，或自汗不止，或小便不禁，并宜服之，得身热脉出为度。（《惠民和剂局方》）
1029,"石硫黄
",暖益腰膝,王方平通灵玉粉散∶治腰膝，暖水脏，益颜色，其功不可具载。硫黄半斤，桑柴灰五斗，淋取汁，煮三伏时。以铁匙抄于火上试之，伏火即止。候干，以大火之。如未伏更煮，以伏为度。了研末。穿地坑一尺二寸，投水于中，待水清，取和硫末，坩锅内煎如膏。铁钱抄出，细研，饭丸麻子大。每空心盐汤下十丸，极有效验。乡人王昭遂服之，年九十，颜貌如童子，力倍常人。（杜光庭《玉函方》）
1030,"石硫黄
",风毒香港脚痹弱,硫黄末三两，钟乳五升。煮沸入水，煎至三升，每服三合。
1031,"石硫黄
",又法,牛乳三升，煎一升半，以五合调硫黄末一两服，浓盖取汗，勿见风。未汗再服，将息调理数日，更服。北人用此多效。亦可煎为丸服。（《肘后方》）阴证伤寒极冷，厥逆烦躁，腹痛无脉，危甚者。舶上硫黄为末。艾汤服三钱，就得睡汗出而愈。（《本事方》）
1032,"石硫黄
",阴阳二毒,伤寒。
1033,"石硫黄
",黑龙丹,用舶上硫黄一两，（柳木槌研二、三日）。巴豆一两（和壳，计个数）。用三升铛子一口，将硫铺底，安豆于上，以酽米醋半斤浇之。盏子紧合定，醋纸固缝，频以醋润之。文武火熬，候豆作声，可一半为度，急将铛子离火，即便入臼中捣细，再以醋两茶脚洗铛中药入臼，旋下蒸饼捣丸鸡头子大。若是阴毒，用椒四十九粒，葱白二茎，水一盏，煎六分，热吞下一丸；阳毒，用豆豉四十九粒，葱白一茎，水一盏，煎同前，吞下不得嚼破。经五、六日方可服之。若未传入，或未及日数，不可服。有孕妇人吐泻，亦可服。（《博济方》）
