,title,compound,content,medicines
1721,青蒿,牙齿肿痛,青蒿一握，煎水漱之。（《济急方》）,青蒿
1722,青蒿,毒蜂螫人,嚼青蒿封之即安。（《肘后方》）,青蒿
1723,青蒿,耳出浓汁,青蒿末，绵裹纳耳中。（《圣惠方》）,青蒿
1724,青蒿,鼻中息肉,青蒿灰、锻石等分，淋汁熬膏点之。（《圣济总录》）,锻石、青蒿
1725,阴地厥,男妇吐血后，胸膈虚热,阴地厥、紫河车、贯众、甘草各半两。每服三钱，水煎服。（《圣济总录》）,阴地厥、贯众、甘草
1726,牡蒿,疟疾寒热,齐头蒿根、滴滴金根各一把。擂生酒一钟，未发前服。以滓敷寸口，男左女右,牡蒿
1727,茺蔚,济阴返魂丹,昝殷《产宝》曰∶此方，乃吉安文江高师禹，备礼求于名医所得者，其效神妙，活人甚多，能治妇人胎前、产后诸疾危证。用野天麻，又名益母，又名火，又名负担，即茺蔚子也。叶似艾叶，茎类火麻，方梗凹面，四、五、六月节节开花，红紫色如蓼花，南北随处皆有，白花者不是。于端午、小暑，或六月六日，花正开时，连根收采阴干，用叶及花子。忌铁器，以石器碾为细末，炼蜜丸如弹子大随证嚼服用汤使。其根烧存性为末，酒服，功与黑神散不相上下。其药不限丸数，以病愈为度。或丸如梧子大，每服五、七十丸。又可捣汁滤净，熬膏服之。胎前脐腹痛，或作声者，米饮下；胎前产后，脐腹刺痛，胎动不安，下血不止，当归汤下；产后，以童子小便化下一丸，能安魂定魄，血气自然调顺，诸病不生。又能破血痛，养脉息，调经络，并温酒下。胎衣不下，及横生不顺，死胎不下，经日胀满，心闷心痛，并用炒盐汤下。产后血晕，眼黑血热，口渴烦闷，如见鬼神，狂言不省人事，以童子小便和酒化下；产后结成血块，脐腹奔痛，时发寒热，有冷汗，或面垢颜赤，五心烦热，并用童子小便、酒下，或薄荷自然汁下。产后恶露不尽，结滞刺痛，上冲心胸满闷，童子小便、酒下。产后泻血水，以枣汤下。产后痢疾，米汤下。产后血崩漏下，糯米汤下。产后赤白带下，煎胶艾汤下；月水不调，温酒下。产后中风，牙关紧急，半身不遂，失音不语，童便、酒下；产后气喘咳嗽，胸膈不利，恶心吐酸水，面目浮肿，两胁疼痛，举动失力，温酒下。产后月内咳嗽，自汗发热，久则变为骨蒸，童便、酒下；产后鼻衄，舌黑口干，童便酒下。产后两太阳穴痛，呵欠心忪，气短羸瘦，不思饮食，血风身热，手足顽麻，百节疼痛，并米饮化下。产后大小便不通，烦躁口苦者，薄荷汤下。妇人久无子息，温酒下。,茺蔚、天麻
1728,茺蔚,益母膏,《近效方》∶治产妇诸疾，及折伤内损有瘀血，每天阴则痛，神方也。三月采益母草一名负担，一名夏枯草，连根叶茎花洗择令净，于箔上摊曝水干，以竹刀切长五寸，勿用铁刀，置于大锅中，以水浸过二、三寸，煎煮，候草烂水减三之二，漉去草，取汁约五、六斗，入盆中澄半日，以绵滤去浊滓，以清汁入釜中，慢火煎取一斗，如稀饧状，瓷瓶封收。每取梨大，暖酒和服，日再服。或和羹粥亦可。如远行，即更炼至可丸收之。服至七日，则疼渐平复也。产妇恶露不尽及血晕，一二服便瘥。其药无忌。又能治风，益心力。（《外台秘要》）,茺蔚、夏枯草、铁刀
1729,茺蔚,女人难产,益母草捣汁七大合，煎减半，顿服立止。无新者，以干者一大握，水七合，煎服。（韦宙《独行方》）,茺蔚
1730,茺蔚,胎死腹中,益母草捣熟，以暖水少许，和绞取汁，顿服之。（韦宙《独行方》）。,茺蔚
1731,茺蔚,产后血晕，心气欲绝,益母草研汁，服一盏，绝妙。（《子母秘录》）,茺蔚
1732,茺蔚,产后血闭不下者,益母草汁一小盏，入酒一合，温服。（《圣惠方》）,茺蔚
1733,茺蔚,带下赤白,益母草花开时采，捣为末。每服二钱，食前温汤下。（《集验方》）,茺蔚、温汤
1734,茺蔚,小便尿血,益母草捣汁，服一升立瘥。此苏澄方也。（《外台秘要》）,茺蔚
1735,茺蔚,赤白杂痢困重者,益母草（日干）、陈盐梅（烧存性），等分为末。每服三钱，白痢干姜汤、赤痢甘草汤下。名二灵散。（《卫生家宝方》）,茺蔚、干姜、甘草
1736,茺蔚,小儿疳痢垂死者,益母草嫩叶，同米煮粥食之，取足，以瘥为度，甚佳。饮汁亦可。（《广济方》）,茺蔚
1737,茺蔚,痔疾下血,益母草叶，捣汁饮之。（《食医心镜》）,茺蔚
1738,茺蔚,一切痈疮,妇人妒乳乳痈，小儿头疮，及浸淫黄烂热疮，疥疽阴蚀∶并用天麻草（切）五升急慢疔疮∶《圣惠方》∶用益母草捣封之，仍绞五合服，即消。《医方大成》∶用益母草四月连花采之，烧存性。先以小尖刀十字划开疔根，令血出。次绕根开破，捻出血，拭干。以稻草心蘸药捻入疮口，令到底。良久当有紫血出，捻令血净，再捻药入，见红血乃止。一日夜捻药三、五度。重者二日根烂出，轻者一日出。有疮根胀起，即是根出，以针挑之。出后仍敷药生肌易愈。忌风寒、房室、酒肉、一切毒物。,茺蔚、天麻
1739,茺蔚,疖毒己破,益母草捣敷，甚妙。（《斗门方》）,茺蔚
1740,茺蔚,勒乳成痈,益母为末。水调涂乳上，一宿自瘥。生捣亦得。（《圣惠方》）,茺蔚
1741,茺蔚,喉闭肿痛,益母草捣烂，新汲水一碗，绞浓汁顿饮，随吐愈。冬月用根。（《卫生易简方》）,茺蔚
1742,茺蔚,粉刺黑斑,《闺阁事宜》云∶五月五日收带根天麻紫花者，晒干烧灰。以商陆根捣自然汁，加酸醋和搜灰作饼，炭火过收之。半年方用，入面药，甚能润肌。,商陆、茺蔚、天麻、炭火
1743,茺蔚,苏颂曰,唐天后炼益母草泽面法∶五月五日采根苗具者，勿令着土，曝干捣罗，以面水和成团，如鸡子大，再曝干。仍作一炉，四旁开窍，上下置火，安药中央。大火烧一炊久，即去大火，留小火养之，勿令火绝。经一复时出之，瓷器中研治，筛再研，三日收用，如澡豆法，日用。,茺蔚
1744,茺蔚,一方,每十两加滑石一两，胭脂一钱。,茺蔚、滑石
1745,茺蔚,马咬成疮,苦低草，切细，和醋炒涂之。（《孙真人方》）,茺蔚
1746,茺蔚,新生小儿,益母草五两，煎水浴之，不生疮疥。（《简要济众》）,茺蔚
1747,薇衔,年深恶疮,无心草根、钓苓根、野狼毒、白丁香各五钱，麝香一字，为末掺之。,薇衔、野狼毒、丁香
1748,薇衔,又方,无心小儿破伤风病，拘急口噤∶没心草半两，白附子（炮）二钱半，为末。每服一字，薄荷酒灌下。（《圣济录》）,薇衔、白附子
1749,夏枯草,羞明怕日,夏枯草半两，香附子一两。为末,附子、夏枯草
1750,夏枯草,赤白带下,夏枯草（花开时采，阴干）为末。每服二钱，米饮下，食前。（《徐氏家传方》）,夏枯草
1751,夏枯草,血崩不止,夏枯草为末，每服方寸匕，米饮调下。（《圣惠方》）产后血晕，心气欲绝者。夏枯草捣绞汁服一盏，大妙。（《徐氏家传方》）,夏枯草
1752,夏枯草,扑伤金疮,夏枯草（口嚼烂），上即愈。（《卫生易简》）,夏枯草
1753,夏枯草,汗斑白点,夏枯草煎浓汁，日日洗之。（《乾坤生意》）瘰马刀，不问已溃、未溃，或日久成漏∶用夏枯草六两，水二钟，煎七分，食远温服。虚甚者，则煎汁熬膏服，并涂患处，兼以十全大补汤加香附、贝母、远志尤善。此物生血，乃治瘰之圣药也。其草易得，其功甚多。（薛己《外科经验方》）,马刀、远志、夏枯草、贝母
1754,刘寄奴草,大小便血,刘寄奴为末，茶调空心服二钱，即止。（《集简方》）,刘寄奴草
1755,刘寄奴草,折伤瘀血在腹内者,刘寄奴、骨碎补、延胡索各一两。水二升，煎七合，入酒及童子小便各一合，顿温服之。（《千金方》）,延胡索、骨碎补、刘寄奴草
1756,刘寄奴草,血气胀满,刘寄奴穗实为末。每服三钱，酒煎服。不可过多，令人吐利。此破血之仙药也。（《卫生易简方》）,刘寄奴草
1757,刘寄奴草,霍乱成痢,刘寄奴草煎汁饮。（《圣济总录》）,刘寄奴草
1758,刘寄奴草,汤火伤灼,刘寄奴捣末。先以糯米浆鸡翎扫上，后乃掺末。并不痛，亦无痕，大验之方。凡汤火伤，先以盐末掺之，护肉不坏，后乃掺药为妙。（《经验方》）,刘寄奴草
1759,刘寄奴草,风入疮口肿痛,刘寄奴为末。掺之即止。（《圣惠方》）,刘寄奴草
1760,刘寄奴草,小儿夜啼,刘寄奴半两，地龙（炒）一分，甘草一寸。水煎，灌少许。（《圣济总录》）赤白下痢，阴阳交带，不问赤白∶刘寄奴、乌梅、白姜等分。水煎服。赤加梅，白加姜。（《艾元英如宜方》）,甘草、刘寄奴草
1761,旋复花,中风壅滞,旋复花，洗净焙研，炼蜜丸梧子大。夜卧以茶汤下五丸至七丸、十丸。（《经验后方》）半产漏下，虚寒相抟，其脉弦芤∶旋复花汤∶用旋复花三两，葱十四茎，新绛少许。水三升，煮一升，顿服。（《金匮要略》）,旋复花
1762,旋复花,月蚀耳疮,旋复花烧研，羊脂和涂之。（《集简方》）小儿眉癣，小儿眉毛眼睫，因癣退不生∶用野油花（即旋复花）、赤箭（即天麻苗）、防风等分，为末。洗净，以油调涂之。（《总微论》）,防风、旋复花、赤箭
1763,青葙,鼻衄不止，眩冒欲死,青葙子汁三合，灌入鼻中。（《贞元广利方》）,青葙
1764,鸡冠,吐血不止,白鸡冠花，醋浸煮七次，为末。每服二钱，热酒下。（《经验方》）,鸡冠
1765,鸡冠,结阴便血,鸡冠花、椿根白皮等分，为末，炼蜜丸梧子大。每服三十丸，黄汤下，日二服。（《圣济总录》）,鸡冠
1766,鸡冠,粪后下血,白鸡冠花并子（炒），煎服。（《圣惠方》）五痔肛肿久不愈，变成疮∶用鸡冠花、凤眼草各一两。水二碗，煎汤频洗。（《卫生宝鉴》）,鸡冠
1767,鸡冠,下血脱肛,白鸡冠花、防风等分，为末，糊丸梧子大，空心米饮每服七十丸。,防风、鸡冠
1768,鸡冠,一方,白鸡冠花（炒）、棕榈灰、羌活一两。为末。每服二钱，米饮下。（《永类钤方》）,棕榈、鸡冠
1769,鸡冠,经水不止,红鸡冠花一味，晒干为末。每服二钱，空心酒调下。忌鱼腥、猪肉。（孙氏《集效方》）,鸡冠
1770,鸡冠,产后血痛,白鸡冠花，酒煎服之。（《李楼奇方》）,鸡冠
1771,鸡冠,妇人白带,白鸡冠花晒干，为末。每旦空心酒服三钱。赤带，用红者。（孙氏《集效方》）,鸡冠
1772,鸡冠,白带沙淋,白鸡冠花、苦壶卢等分，烧存性，空心火酒服之。（《摘玄》）,鸡冠
1773,鸡冠,赤白下痢,鸡冠花，煎酒服。赤，用红；白，用白。（《集简方》）,鸡冠
1774,红蓝花,血气刺痛,用红花一大两，分为四分。以酒一大升，煎钟半，顿服之。不止再服。（《图经本草》）,红蓝花
1775,红蓝花,一切肿疾,红花，熟，捣，取汁，服。不过三服，便瘥。（《外台秘要》）,红蓝花
1776,红蓝花,喉痹壅塞不通者,红蓝花捣，绞取汁一小升服之，以瘥为度。如冬月无生花，以干者浸湿绞汁，煎热病胎死∶红花，酒煮汁，饮二、三盏。（《熊氏补遗》）,红蓝花
1777,红蓝花,胎衣不下,方同上。（《杨氏产乳》）,红蓝花
1778,红蓝花,产后血晕，心闷气绝,红花一两，为末，分作二服，酒二盏，煎一盏，连服。如口噤，斡开灌之，或入小便尤妙。（《子母秘录》）耳出水红蓝花三钱半，枯矾五钱。为方去矾。（《圣惠方》）,红蓝花
1779,红蓝花,噎膈拒食,端午采头次红花（无灰酒拌，焙干）、血竭（瓜子样者）等分为末。无灰酒一盏，隔汤顿热，徐咽。初服二分；次日，四分；三日，五分。（杨起《简便方》）,红蓝花
1780,燕脂,婴孩鹅口，白浓如纸,用坯子燕脂，以乳汁调涂之，一宿效。男用女乳，女用男乳。（《集简方》）,燕脂、乳汁
1781,燕脂,漏疮肿痛,猪胆七个，绵燕脂十个洗水，和匀，搽七次即可。（《救急方》）,燕脂
1782,燕脂,防痘入目,燕脂嚼汁点之。（《集简方》）,燕脂
1783,燕脂,痘疮倒陷,干燕脂三钱，胡桃（烧存性）一个，研末，用胡荽煎酒服一钱，再服取效。（《救急方》）,胡荽、胡桃、燕脂
1784,大蓟、小蓟,心热吐血口干,用刺蓟叶及根，捣绞取汁，每顿服二小盏。（《圣惠方》）,大蓟、小蓟
1785,大蓟、小蓟,舌硬出血不止,刺蓟捣汁，和酒服。干者为末，冷水服。（《普济方》）,大蓟、小蓟
1786,大蓟、小蓟,九窍出血,方同上。（《简要济众》）,大蓟、小蓟
1787,大蓟、小蓟,卒泻鲜血,小蓟叶捣汁，温服一升。（《梅师方》）,大蓟、小蓟
1788,大蓟、小蓟,崩中下血,大、小蓟根一升，酒一斗，渍五宿，任饮。亦可酒煎服，或生捣汁。温服。,大蓟、小蓟
1789,大蓟、小蓟,又方,小蓟茎叶洗切，研汁一盏，入生地黄汁一盏，白术半两，煎减半，温服。（《千金方》）,大蓟、小蓟、生地黄
1790,大蓟、小蓟,堕胎下血,小蓟根叶、益母草五两。水二大碗，煮汁一碗，再煎至一盏，分二服，一日服尽。（《圣济总录》）,大蓟、小蓟
1791,大蓟、小蓟,金疮出血不止,小蓟苗捣烂涂之。（孟诜《食疗本草》）,大蓟、小蓟
1792,大蓟、小蓟,小便热淋,马蓟根，捣汁服。（《圣惠方》）,大蓟、小蓟
1793,大蓟、小蓟,鼻塞不通,小蓟一把，水二升，煮取一升，分服。（《外台秘要》方）小儿浸淫，疮痛不可忍，发寒热者∶刺蓟叶新水调敷疮上，干即易之。（《简要济众方》）,大蓟、小蓟
1794,大蓟、小蓟,癣疮作痒,刺蓟叶，捣汁服之。（《千金方》）,大蓟、小蓟
1795,大蓟、小蓟,妇人阴痒,小蓟煮汤，日洗三次。（《普济方》）,大蓟、小蓟
1796,大蓟、小蓟,诸不合,虎蓟根、猫蓟根、酸枣根、枳根、杜衡各一把，斑蝥三分。炒为末，蜜丸枣大。,酸枣、大蓟、小蓟、斑蝥、杜衡
1797,大蓟、小蓟,疔疮恶肿,千针草四两，乳香一两，明矾五钱，为末。酒服二钱，出汗为度。（《普济方》）,大蓟、小蓟
1798,续断,小便淋沥,生续断捣绞汁服。即马蓟根也。（《古今录验》）妊娠胎动，两、三月堕，预宜服此∶川续断（酒浸）、杜仲（姜汁炒去丝）各二两。为末，枣肉煮烂杵和丸梧子大。每服三十丸，米饮下。产后诸疾血晕，心闷烦热，厌厌气欲绝，心头硬，乍寒乍热∶续断皮一握。水三升，煎二升，分三服。如人行一里，再服，无所忌。此药救产后垂死。（《子母秘录》）,杜仲、续断
1799,续断,打扑伤损，闪肭骨节,用接骨草叶捣烂罨之，立效。（《卫生易简方,续断
1800,漏芦,腹中蛔虫,漏芦为末，以饼和方寸匕，服之。（《外台秘要》）,漏芦
1801,漏芦,时泄痢，冷热不调,以漏芦一两，杵为散。每服一钱，以猪肝一两，入盐少许，以水同煮熟，空心顿食之。（《圣惠方》）入药末一半，同熬成膏，入后末和丸梧子大，每温水下三十丸。（《圣济总录》）,漏芦
1802,漏芦,产后带下,方同上。乳汁不下，乃气脉壅塞也，又治经络凝滞，乳内胀痛，邪畜成痈，服之自然内消∶漏二两半，蛇蜕十条（炙焦），栝蒌十个（烧存性）。为末。每服二钱，温酒调下，良久以热羹汤投之，以通为度。（《和剂方》）,栝蒌、蛇蜕、漏芦、乳汁
1803,漏芦,历节风痛，筋脉拘挛,古圣散∶用漏芦（麸炒）半两，地龙（去土炒）半两，为末。生姜二两取汁，入蜜三两，同煎三五沸，入好酒五合，盛之。每以三杯，调末一钱，温服。（《圣济总录》）一切痈疽发背，初发二日，但有热证，便宜服漏芦汤，退毒下脓，乃是宣热拔毒之剂，热退半两，大黄（微炒）一两，为细末。每服二钱，姜枣汤调下。（李迅《痈疽集验方》）,生姜、漏芦、大黄
1804,漏芦,白秃头疮,五月收漏芦草，烧灰，猪膏和涂之。（《圣济总录》）,漏芦
1805,苎麻,痰哮咳嗽,苎根（存性），为末，生豆腐蘸三五钱，食即效。未全，可以肥猪肉二、三片蘸食，甚妙。（《医学正传》）,豆腐、苎麻
1806,苎麻,小便不通,《圣惠方》∶用麻根、蛤粉各半两，为末。每服二钱，空心新汲水下。《摘玄方》∶用苎根洗研，摊绢上，贴少腹连阴际，须臾即通。妙。亦治诸淋。（《圣惠方》）,苎麻
1807,苎麻,五种淋疾,苎麻根两茎，打碎。以水一碗半，煎半碗，顿服即通，大妙。（《斗门方》）妊娠胎动，忽下黄汁如胶，或如小豆汁，腹痛,苎麻
1808,苎麻,不可忍者,苎根（去黑皮，切）二升，银一斤，水九升，煎四升。每服以水一升，入酒半升，煎一升，分作二服。,苎麻
1809,苎麻,一方,不用银。（《梅师方》）,苎麻
1810,苎麻,肛门肿痛,生苎根捣烂，坐之良。（《濒湖集简方》）,苎麻
1811,苎麻,脱肛不收,苎根捣烂，煎汤熏洗之。（《圣惠方》）痈疽发背，初起未成者。苎根（熟）捣敷上，日夜数易，肿消则瘥。（《图经本草》）,苎麻
1812,苎麻,五色丹毒,苎根煮浓汁，日三浴之。（《外台秘要》）,苎麻
1813,苎麻,鸡鱼骨哽,《谈野翁试验方》∶用苎麻根捣汁，以匙挑灌之，立效。《医方大成》∶用野苎麻根捣碎，丸如龙眼大，鱼骨鱼汤,龙眼、苎麻
1814,麻,一切眼疾,麻子一升。为末。以猪肝批片，蘸末炙服一字，陈米饮下，磨去壳，马尾筛取黄肉去焦壳，每十两可得四两药慢炙熟，为末，醋和丸梧子大。每服三十丸，白汤下。,麻
1815,麻,一方,以KT实内袋中蒸熟，暴为末，蜜丸。温水下。（《圣济总录》）,麻
1816,大青,喉风喉痹,大青叶捣汁灌之，取效止。（《卫生易简方》）,大青
1817,大青,小儿口疮,大青十八铢，黄连十二铢。水三升，煮一升服。一日二服，以瘥为度。（《千金方》）热病下痢困笃者∶大青汤∶用大青四两，甘草、赤石脂三两，胶二两，豉八合。水一斗，煮三升，分三服，不过二剂瘥。（《肘后方》）,黄连、甘草、大青
1818,大青,热病发斑，赤色烦痛,大青四物汤∶用大青一两，阿胶、甘草各二钱半，豉二合，分三服。每用水一盏半，煎一盏，入胶烊化服。,阿胶、甘草、大青
1819,大青,又犀角大青汤,用大青七钱半，犀角二钱半，栀子十枚，豉二撮，分二服。每服水一盏半，煎八分，温服。（《南阳活人书》）肚皮青黑，小儿卒然肚皮青黑，乃血气失养，风寒乘之，危恶之候也∶大青为末，纳口中，以酒送下。（《保幼大全方》）,栀子、大青
1820,小青,蛇虺螫伤,《卫生易简方》∶用小青一握（细研），入香白芷半两。酒调服。手患处，候黄水出为效。《摘玄方》∶用小青、大青、牛膝叶同捣汁，和酒服，以渣敷之。,牛膝、小青、大青
1821,小青,中暑发昏,小青叶（井水浸去泥），控干，入沙糖擂汁，急灌之。（《寿域方》）,沙糖、小青
1822,葫芦巴,小肠气痛,葫芦巴（炒）研末，每服二钱，茴香酒下。（《直指方》）,葫芦巴
1823,葫芦巴,肾脏虚冷，腹胁胀满,葫芦巴（炒）二两，熟附子、硫黄各七钱五分。为末，酒煮曲糊丸梧桐子大，每盐汤下三、四十丸。（《圣济总录》）,附子、梧桐、葫芦巴
1824,葫芦巴,冷气疝瘕,葫芦巴（酒浸晒干）、荞麦（炒，研面）各四两，小茴香一两。为末，酒糊丸梧子大。每服五十丸，空心盐汤或盐酒下。服至两月，大便出白脓，则除根。（方广《心法附余》）阴肿痛偏坠，或小肠疝气，下元虚冷，久不愈者，沉香内消丸主之∶沉香、木香各半两，葫芦巴（酒浸炒）、小茴香（炒）各二两。为末，酒糊丸梧子大。每服五、七十丸，盐酒下。,葫芦巴、沉香、荞麦
1825,葫芦巴,气攻头痛,葫芦巴（炒）、三棱（酒浸焙）各半两，干姜（炮）二钱半，为末，姜汤或温酒每服二钱。（《济生方》）寒湿香港脚，腿膝疼痛，行步无力∶胡芦巴（酒浸一宿，焙）、破故纸（炒香）各四两。为末。以木瓜切顶去瓤，安药在内令满，用顶合住签定，烂蒸，捣丸梧子大。每服七十丸，空心温酒下。（《杨氏家藏方》）,葫芦巴、干姜、木瓜
1826,蠡实,诸冷极病，医所不治者,马蔺子九升洗净，空腹服一合，酒下，日三服寒疝诸疾，寒疝不能食，及腹内一切诸疾，消食肥肌。马蔺子一升，每日取一把，以面拌煮吞之，服尽愈。（姚僧坦《集验方》）,蠡实
1827,蠡实,喉痹肿痛,《卫生易简方》∶用蠡实一合，升麻五分，水一升，煎三合，入少蜜搅匀，细呷，大验。《圣惠方》∶用马蔺子二升，升麻一两。为末，蜜丸。水服一钱。,蠡实、升麻
1828,蠡实,又方,马蔺子八钱，牛蒡子六钱。为末，空心温水服方寸匕。,蠡实
1829,蠡实,水痢百病,张文仲《备急方》∶用马蔺子，以六月六日面熬，各等分，为末，空心米饮服方寸匕。如无六月六日面，常面亦可，牛骨灰亦可。,蠡实
1830,蠡实,又方,马蔺子、干姜、黄连各等分，为散，熟汤服二方寸匕，入腹即断也。冷、热皆治，常用神效，不得轻之。忌猪肉、冷水。肠风下血，有疙瘩疮，破者不治∶马蔺子一斤（研破酒浸，夏三、冬七日，晒干），何首乌半斤，雄黄、雌黄各四两，为末，以浸药酒打糊丸梧子大。每服三十丸，温酒下，日三服，见效。（《普济方》）,干姜、黄连、何首乌、蠡实、雌黄、雄黄
1831,恶实,风水身肿欲裂,鼠粘子二两，炒研为末。每温水服二钱，日三服。（风热浮肿，咽喉闭塞∶牛蒡子一合（半生半熟），为末。热酒服一寸匕痰厥头痛∶牛蒡子（炒）、旋复花等分，为末。腊茶清服一钱，日二服头痛连睛∶鼠粘子、石膏等分，为末，茶清调服。（《医方摘要》）咽膈不利，疏风壅，涎唾多∶牛蒡子（微炒）、荆芥穗各一两，炙甘草半两，为末。食后汤服二钱，当缓缓取效。（寇氏《本草衍义》）悬痈喉痛，风热上抟也。恶实（炒）、甘草（生）等分，水煎含咽，名启关方》）,恶实、旋复花、甘草、石膏
1832,恶实,喉痹肿痛,牛蒡子六分，马蔺子八分，为散。每空心温水服方寸匕，日再服。仍以牛蒡子三两，盐二两，研匀，炒热包熨喉外。（《广济方》）,恶实
1833,恶实,咽喉痘疹,牛蒡子二钱，桔梗一钱半，粉甘草节七分，水煎服。（《痘,恶实、桔梗、甘草
1834,恶实,风热瘾疹,牛蒡子（炒）、浮萍等分，以薄荷汤服二钱，日二服。（初虞世《古今录验》）,恶实
1835,恶实,风龋牙痛,鼠粘子（炒），煎水含，冷吐之。（《延年方》）小儿痘疮，时出不快，壮热狂躁，咽膈壅塞，大便秘涩，小儿咽喉肿，胸膈不利∶若大便利者，勿服。牛蒡子（炒）一钱二分，荆芥穗二分，甘草节四分。水一盏，同煎至七分，温服。已出亦可服。名必胜散。（《和剂局方》）,恶实、甘草
1836,恶实,妇人吹乳,鼠粘二钱，麝香少许，温酒细吞下。（《袖珍方》）,恶实
1837,恶实,便痈肿痛,鼠粘子二钱，炒研末，入蜜一匙，朴硝一匙，空心温酒服。（《袖珍方》）,恶实、朴硝
1838,恶实,蛇蝎蛊毒,大力子，煮汁服。（《卫生易简方》）,恶实
1839,恶实,水蛊腹大,恶实（微炒）一两，为末，面糊丸梧子大，每米饮下十丸。（张文仲方）历节肿痛，风热攻手指，赤肿麻木，甚则攻肩背两膝，遇暑热则大便秘∶牛蒡子三两，新豆豉（炒）、羌活各一两，为末。每服二钱，白汤下。（《本事方》）,恶实
1840,耳,嗜酒不已,毡中苍耳子七枚，烧灰投酒中饮之，即不嗜。（陈藏器《,耳
1841,天名精,男女吐血,皱面草（即地菘），晒干为末。每服一、二钱，以茅花泡汤调服，日二次。（《卫生易简》）根、叶捣汁，鹅翎扫入，去痰最妙。《圣济总录》∶用杜牛膝、鼓锤草，同捣汁灌之。不得下者，灌鼻得吐为妙。,天名精、牛膝
1842,天名精,又方,杜牛膝（春夏用茎，秋冬用根）一把，青矾半两，同研，点患处，令吐脓血痰沫，即愈。二丸，即愈。干者为末，蜜丸亦可。名救生丸。（《经效济世方》）,天名精、牛膝
1843,天名精,诸骨哽咽,地菘、马鞭草各一握（去根），白梅肉一个，白矾一钱，捣作弹丸，绵裹含咽，其骨自软而下也。（《普济方》）,天名精、马鞭草
1844,天名精,疔疮肿毒,鹤虱草叶，浮酒糟，同捣敷之，立效。（孙氏《集效方》）,天名精、鹤虱
1845,天名精,发背初起,地菘杵汁一升，日再服，瘥乃止。（《伤寒类要》）,天名精
1846,天名精,恶疮肿毒,地菘捣汁，日服三、四次。（《外台秘要》）,天名精
1847,天名精,恶蛇咬伤,地菘捣敷之。（《易简方》）,天名精
1848,箬,一切眼疾,笼烧灰，淋汁洗之，久之自效。（《经验方》）,箬
1849,箬,咽喉闭痛,辽叶、灯心草（烧灰）等分。吹之，甚妙。（《集简方》）,箬、灯心草
1850,箬,耳忽作痛或红肿内胀,将经霜青箬露在外，将朽者烧存性，为末。敷入耳中，其疼即止。（杨起《简便方》）,箬
1851,箬,肺壅鼻衄,箬叶（烧灰）、白面三钱。研匀，井花水服二钱。（《圣济总录》）箬叶灰、蚕纸灰等分，为末。每服二钱，米饮下。（《圣济总录》）,箬
1852,箬,肠风便血,茶篓内箬叶，烧存性。每服三匙，空心糯米汤下。或入麝香少许。（《百一选方》）,箬
1853,箬,男妇血淋，亦治五淋,多年煮酒瓶头箬叶（三、五年至十年者，尤佳）。每用七个，烧存性，入麝香少许，陈米饮下，日三服。有人患此，二服愈。福建煮过夏月酒多有之。（《百一选方》）,箬
1854,箬,小便涩滞不通,干箬叶一两（烧灰），滑石半两，为末，每米饮服三钱。（《普济方》）,滑石、箬
1855,箬,男妇转脬,方同上。吹奶乳痈五月五日粽箬烧灰，酒服二钱，即散，累效。（《济急仙方》）痘疮倒靥箬叶灰一钱，麝香少许。酒服。（张德恭《痘疹便览方》）,箬
1856,芦,膈气滞，烦闷不下食,芦根五两（锉）。以水三大盏，煮取二盏，去滓温服。（《金匮玉函方》）,芦
1857,芦,反胃上气,芦根、茅根各二两。水四升，煮二升，分服。（《千金方》）,芦
1858,芦,霍乱烦闷,芦根三钱，麦门冬一钱。水煎服。（《千金方》）,麦门冬、芦
1859,芦,霍乱胀痛,芦根一升，生姜一升，橘皮五两。水八升，煎三升，分服。（《太平圣惠方》）食狗肉毒，心下坚，或腹胀口干，忽发热妄语∶芦根煮汁服。（《梅师方》）,生姜、芦
1860,芦,中马肉毒,方同上。（《圣惠》）,芦
1861,芦,鱼毒,方同上。（《肘后方》）,芦
1862,芦,食蟹中毒,方同上。（《千金》）,芦
1863,芦,中药箭毒,方同上。（《千金》）,芦
1864,甘蕉,发背欲死,芭蕉根捣烂涂之。（《肘后方》）,甘蕉
1865,甘蕉,一切肿毒,方同上。,甘蕉
1866,甘蕉,赤游风疹,方同上。,甘蕉
1867,甘蕉,风热头痛,方同上。,甘蕉
1868,甘蕉,风虫牙痛,芭蕉自然汁一碗，煎热含嗽。（《普济方》）,甘蕉
1869,甘蕉,天行热狂,芭蕉根捣汁饮之。（《日华子本草》）,甘蕉
1870,甘蕉,消渴饮水，骨节烦热,用生芭蕉根捣汁，时饮一、二合。（《圣惠方》）,甘蕉
1871,甘蕉,血淋涩痛,芭蕉根、旱莲草各等分。水煎服，日二。（《圣惠方》）,甘蕉
1872,甘蕉,产后血胀,捣芭蕉根绞汁，温服二、三合。,甘蕉
1873,甘蕉,疮口不合,芭蕉根取汁，抹之良。（《直指方》）,甘蕉
1874,荷,喉舌疮烂,酒渍荷根半日，含漱其汁，瘥乃止。（《外台秘要》方）,荷
1875,荷,吐血痔血,向东荷根一把，捣汁三升服之。（《肘后方》）,荷
1876,荷,妇人腰痛,方同上。,荷
1877,荷,月信涩滞,荷根细切，水煎取二升，空心入酒和服。（《经验方》）,荷
